mean pos,mean neg,Tweet
1,1,no sounddd bluecornpie live on httptwitcamcomhayk
1,1,RT inafried Xbox Live changes policy on referencing sexuality gender race finally httpbitlybq0aKW
1,1,dear god i wonder if i can trade my lunch break for a nap time today
2,1,represented a client at a green card interview in Garden City Long Island on Tuesday We were in and out and approved in under one hour
4,1,TartletTran etalien16 HAHAHAHAHAHA rofl okok cool then imma sleep too soo late nighty night
3,1,LOL The 10ers are dancing to Oh again 
3,1,oaklandcemetery Really looking forward to Oakland events for the Phoenix Flies httpbitlycxIveQ OMG you have just got to see this
1,4,TWIST SHOULD TOUR W JB CAUSE THEY BOTH SICKKK  HOW BOUT CHUCKEE THO  TwistShouldTourWithJB live at httpustream2HH8
2,1,majornelson httptwitpiccom16rsgc  toysoldiers thats simple it was a atari 2600 with pole position and galaxian lol played with it fo
2,2,The prudent see danger and take refuge but the simple keep going and suffer for it Proverbs 2712
3,2,Had to send it here as youre not following me  I let him know Thanks again
1,1,Just got asked if I had a gun in my bag
1,1,RT mousavifacebook httpfbme631Zf3I
1,1,nowplaying  Basic Space von The xx Tune in httplautfmfestivalisten
2,2,Ok I dont think I can last here at work much longer Moved my car so the busses dont block me in I hope were done before three
3,1,Boolumaster This dude is like MJ the sequel reallyhe always hits the big shot
3,1,tomorrow is goin to be interestin so excited to go out of town for 4 days
1,1,RT NickiToJonaS JonasBrothers JoBrosDanceThriller JonasFamily VAMOS JONATIKAS RT
1,2,RT MsLeloB Its not true Yepno one can confirm bonang story as the source of breakingnewsdamaginghercareer
2,1,rebelbrown That amazing girl gave that speech years agoshe is still speaking today Still working for cause she believes in
1,1,zsass Masih ada tapi bukan yg buat special shownya Gw masih ada 2
1,3,i hate children laughter in scary movies 
1,1,Alrightits midnight Where are my new Redskins
1,1,Ada yg versi jawa nyakocakRT yandtti i love you jesus deep down in my heart take a bow deep deep down down deep down in my heart
2,1,Brent and Brad in hot flip flop fuck action  httpbitly9fJdOI
1,1,gender references X Factor Judge Dannii Minogue Says Sorry For Comments Abou httpbitlycmu1g1
1,1,Ele  httptweetphotocom13370959
1,1,httpts1in64803 The end of the end
1,1,I uploaded a YouTube video  HAPPY BIRTHDAY httpyoutubefoYDtf7VCu8a
1,1,scandalband scacover
1,2,I Took ballettapjazz classes when I was 8not by choice RT mikeziemer If youre awake mikeziemer me a randomfact about you
1,1,Wireless Industry Grew by 59 Million Subs in Q4 09  Phone Reviews httpcligssG9uR
2,2,we are doing our best to stop the BCC from turning Mitchie highrise why pick US 
1,1,Jake Pavelka and Vienna Girardi play Newlywed Game on Ellen Video How well do newlyminted Bachelor couple  httpbitlydoT7ON
1,2,RT jackietino if any1 thinks rbutler7 is being rude annoying or mean go to bed and wake up again think if you were in his place youd be pissed too
1,1,China backs diplomacy not sanctions on Iran APhttpbitly9eZY4f
1,2,I spilled milk all up in my phone
1,1,When he walked through the village other men took quiet note and the womens pleasure went undisguised Brazil 842
3,1,Very excited today  I am taking a day off Unheard of Going to a market to shop Catching up with a friend And doing other fun things  
1,1,tEhriRiE di rmh gw ga asikHhhh httpmylocme4sadD
2,1,Phoenix FREE IPod touch Just got a newer one for my birthday This one works fine and Im giving it away Youd  httpbitlybD85td
2,1,Ibelieve in You and me Everything will be alright
2,1,Qcan me  you get to kno each i think u real cute  wat not  u seem like a cool p Awho r u httpformspringmerialequayq265383689
2,1,Looking forward to seeing SadaoTurner too of course
1,3,i more hour to go then im DEAD TTTT
2,1,Guys I just noticed this 30 for TWO commissions from two of my favorite cartoonists httpisgd9M6Sw philmcandrew and britterson
1,1,Learn to Draw a Car and Impress Your Friends Have you ever tried to draw a car and failed terribly You should httpurl4eu1bUOy
2,1,Welcoming Joe Sinclair social media svengali author of WKW and Marketing Director into the Guided team
2,2,I finally figure it out no point getting angry over some childish and immature kid just be happy for yourself  httpgladlyCastcoms99
1,1,RT TammyLovesShoes FF 6 soundslikestu TheRealKDash
1,1,Establish a decent Broadband system in all rural areas of the UK  Allan Hathaway httpurl4eu1a8Sw
4,1,supportingbiebr LOL OMG AND AHAHHAH IS IT JUST ME OR MOST OF JUSTIN IS ABOUT SEX LOL OH HOW U DO ME AND FIRST DANCE LMAO
2,1,adamcohen Thats right I could really go for a coffee right about now too
1,2,DAVECHAPPELLE ogochocinco was injured in a fatal cargo pants commercialIts hideous to watch
2,2,sleep early its still 834 pm bit tired and gonna wake up at 11 pm to study byee 
1,1,WiFi Stumblers Disappear from Apple App Store httpgooglfbjLMX
1,3,So tired First week back to work and Ive had to start before 8am the last 4 days Big sleep planned for tomorrow
1,2,Stephlouisexo you get me using words like LUGUBRIOUS like this guy httpwwwyoutubecomwatchvOF0Re7gJBb8 its all crazy
1,1,Designing the Rubric The Correlates of Effective Schools httpbitlyaNBvx7 via wwwdiigocomn2teaching
1,1,Ask me anything httpformspringmeelyrose15
1,1,Tonight will try unlock and change bb pin
1,1,Start Saving Money Now I Will Teach You How Part 1  the  httpcligs4gvvD
2,2,MizTosha yeaa I was tortured fa real hahawut u doin
1,1,Ariz Senate backs bill to restrict local gun laws httpbitlycnqpnW
1,2,My Loc is still on my profilewth
1,1,RT therealdjfresh believe in half of what you hear most things that you see and all that you feel
2,1,RT justinbieber justin im thinking you should do a half hour session where you just reply to your fans non stop  what do you think30
2,1,I want to read Princess for Hire by Lindsey Leavitt httpbitlybGqpBX
1,1,ThuntGoblins I must say that having Minmax throw Goblinslayer through a window over Kin and his Rape statement 12
1,1,Hearts Beat Stronger in the Hands of the Hollow httpbitlyb4Ish1
2,1,you are my sunshine my only sunshine you make me happy when skies are grey
1,1,Shower Time I gots to be at work at 6am
1,2,cmhoughton I ran the games Born to Be Wild is my nightmare song
1,1,Ayuuuuukkkksss RT victorsiahaan Minum sekuteng yuks httpmylocme4t2Ub httpmylocme4t3k5
2,1,whoever invented these deserves a noble prize httpyfrogcomj3feij
1,1,I think placesiwannahave sex should be placesihavehadsex
2,1,RT weirdoinpink daydreaming is the best for boosting my mood
1,3,Man the earth is a lil angry i see this morning Big quake in Indonesia and huge aftershock in Chile today
1,1,littlepeterose In the words of the true Mooner my arm is gnarley dude
2,3,DJMoody u better be there I havent missed a show yet
1,1,When an Indian returns from US httptinyurlcomycwd3ck
2,1,WSJ unemployed not at the office so not spreading flu means quiet flu season ergo everyone should work from home httpbitlybASnYQ
1,1,si perfecto nestoruvq live on httptwitcamcomh78o
1,1,Edmonton Meeting held for possible school closure httpedmontoncityandpresscomnode988561
1,2,Why are 3rd level colleges semifinals played one day and then they must play the final straight away the next day
1,1,County Wants To Vote Down Rybolt Park  httpfxlya389fe0363bcc
1,2,im tired of thinking of ways to create playlist using visual basic and windows media player control
1,3,all this timeall I have done is clean 1 roompartially GRRRRRstill a little bothered by my talk with someone on aim last nite 
2,1,cyandle  Yes it did Just found out about it yesterday afternoon Any ideas what to do
2,1,playing with my lil sistersometimes its funny forget all D
1,1,gw waswas klu masang picnya gitagut di hp gw as wallpapertkt banyak semut anjinggombal
1,1,I posted 9 photos on Facebook in the album 50th Birthday PartyPlanned by SCONETTI httpbitlybO4YfG
1,1,httpbitlyby0UMu here is the video I mentioned in my last tweet
1,1,Maybe I should get on skype Im not doing formspring But hmmm skype
1,1,RT precisiontime VOTE 4 these abolitionist ideas to win Pepsi Refresh Grants httpbitlydeSpNi FREEDOMFRIDAY RT 2 WIN httpbitly8Y4vGv
4,1,Photo readmypockyface waaa waaannnttt httptumblrcomxiv72ref8
1,2,I am lost without you
1,1,EBay Buying Tips Lorraine Venner  vici blog How to Get the Best Deals on EBay Finding deals is exciting It f httpbitly8WKXhD
1,2,MistressMarlowe By the way I always thought I was green rather than blue It was a bad passport photo I used for my profile picture
3,1,lindseyIsEpic httptwitpiccommhrmw  I agree I would do anything to get one of these that would be so awesome framed and on my wall
3,1,RT Younggee ShoSmoove i was abt to ask u if u were ok lol lol yeah Im good
1,1,Knp sayang RT aninargh wanna cry uhh menye menye
1,1,Food label jungle is hard to navigate httpbitlycR7tk5
3,1,Get thousand of followers for FREE VIP are getting over 1000 per day httptinyurlcomyg35rnz
1,1,Cameron learned Ashcroft tax status last month  Reuters httpaggbotcomdocslinkphpid8775603tco
1,1,Another Toy Soldiers code httptweetphotocom13366387
1,1,CraftLass Not sure about Vista but its usually Run then type cmd to get to DOS prompt then ipconfig all
1,2,Heading home after 12 plus hours on duty Had to clean someone elses weapon without qtips
1,1,httpwwwformspringmehenriquehass pergunta l
3,1,itsRamel thanks For the Ff LOVE
1,4,They shooting at the Pentagon Maaaaannnn people are mad as fuck
1,1,3D printing changing prosthetics forever httpbitlycytFma
1,1,Oh yeah This is happening httptwitpiccom16rqbh
1,1,Chorus 
1,1,I think this is Debbies Twitter exitart FF
2,2,RT BiasedGirl RT AACONS The disaster of the 20K job loss under Bush vs the really good news of 36K lost jobs under O httptinyurlcomyj45m28 tcot
3,1,RT MAKE LOADS OF MONEY httpbitlyaxExNC
3,1,LostLambFound can we trust our own heart AbsolutelyOur heart is the most sacred placeIts where truth liesAnd where God dwells
2,1,N I m going to mumbai after 2 weeks That proves that I can survive without going home at least for 2 weeks P
1,1,Mixtape Young Money  Gangland 6  Get It LIVE httplivemixtapes8t0 LiveMixtapes
1,2,AlluringMelody doin my hair which is goin to take forever and some preparation for spring break U
2,2,RT sultryviibe Bitches smile up in yo face turn around and talk shit You a industry bitch Im in the streets bitch
2,2,RT DerekSanders Ive almost always picked the best time to drop the worst lines
1,1,RT johnsykes1035 Advertisements contain the only truths to be relied on in a newspaper Thomas Jefferson
1,1,Want a virtual preview of what Mauchu Picchu looks like httpbitlyaTSGwY
2,1,RT flavorpill The top 100 Jewish Moments in Film via heebmagazine httpbitlyaaoAgj
2,2,Its some minutes after 1 and Im a little sleeply so Ill sleep right now insert generic guitar riff
1,1,whitecast Show de bola Pode mandar segunda a noite Relax
1,1,MeWithoutYouIsLike Scott Mescudikid cudi without w e e d thetruth
4,1,seankingston follow me pleaseee  youre amazzzzing KINGSTONFOLLOWS 
1,3,i have the worst posture
2,2,peachyphat Me too Some people lose it after midnight Lol
1,1,I just snapped a new picture httpchattercoma2gjp8
1,1,Ngejelasin film my name is Khan sama si fadly hahaha dia nya ga ngerti2 subhanallah
2,1,Have you enter the awesome Zevia giveaway yet today httpbitly9Iokfk BFC Belly Fat Cure
1,2,heartoflincoln Im going to fuck them he IMed a friend oh modern business the internet hath made you mighty
2,1,sk8terbwoy lol cause I know you wouldnt Im fragile Touch with care
1,1,RT kocosports Don King hints that Mike Tyson may be returning to the ring very soon httpbitlybdu3lK
2,1,karimahhhxD A Day Is In Advance Tho ha But Seriouslly Think Bout It  Lol It Actually Is  Umm wHERE U STAY AT AGAIN
2,1,kurtadametz Boy i aint boojeelol I keeps it real you feel me
1,1,RT PressSec Start over Heres why insurance cos want us to walk away from reform and why the Pres wants them held accountable httpbitly9uDTMn
3,1,songbird328 Hey there We are good Meeting with a house builder today Hope you are well
1,2,Revenue managerswhy are we stuck with rooms only arent there other revenue producing areas
3,1,NO CEILINGS BEST MIXTAPE EVER
2,1,Jackay then get one my dear
2,1,StepDaddyStar Just Let Me Kno Its About 2 Start Gettin Hot So You Kno A Nigga Goin 2 Be On The Move
3,2,InkOnix U shouldnt be everyone loves u
2,2,And he said you wont find another like me So she said I hope not  more funny statuses httpbitly9DPpnI
1,1,Is it true they call me Helena without breath Yes because when we look at you our breath is shortened
1,1,RT monikamcg GregAfarian What kind is that my version of a Margaretta Pizza w Onions
3,1,iKissedJoeJx3 Wooo You Get The BookThat Is GREAT I  Daniel But Want Cam 900 Oooo Good Luckxoxo You Are IntersetingIt Wont Be
2,2,ShantelShaquese my phone went dead lmao
2,1,Heres a great prereview of the divination deck I designed httpisgd9MIpm You can still preorder a copy herehttpisgd9MIsy tarot
1,1,Photo vitamia Now I feel like watching this httptumblrcomx1a7473zq
1,2,I drove a whole lot today Only 3 more weeks and I take the test  
1,1, httpbitlyaH26xy Born to be wild
1,1,Fantasyland forest will remain within the current train track boundry
1,1,Is the hunt for a new Good Will over httpowly1eYH6
1,2,Tonight is date night with Joe  And Im in such a weird mood I just want to lay in bed and cry all night httptumblrcomxkx73ioaz
1,1,Why is everything so much easier to type rather than to say
